category,profile,month,year,fb_followers,fb_number_likes,fb_number_comments,fb_number_posts,insta_followers,insta_number_comments,insta_number_posts,insta_number_likes,twitter_fans,twitter_number_posts,twitter_number_likes,twitter_retweets
Cervejas,Baden Baden,6,19,440153.0,0.0,0.0,0.0,114234.0,0.0,0.0,0.0,,0.0,0.0,0.0
Cervejas,Bavaria,6,19,1162761.0,0.0,0.0,0.0,4530.0,0.0,0.0,0.0,,,,
Cervejas,Kaiser,6,19,984301.0,0.0,0.0,0.0,,,,,60925.0,21.0,29.0,2.0
Cervejas,Brahma,7,19,4160872.0,581441.0,37999.0,16.0,145565.0,857.0,7.0,45168.0,64406.0,641.0,108810.0,10352.0
Cervejas,Heineken,7,19,24746651.0,14253.0,1100.0,3.0,392415.0,255.0,1.0,12293.0,98765.0,12.0,142.0,31.0
Cervejas,Budweiser,7,19,14877667.0,79684.0,2996.0,18.0,432807.0,175.0,8.0,15088.0,83155.0,218.0,9326.0,878.0
Cervejas,Skol,7,19,12271091.0,8365.0,3014.0,7.0,329840.0,1249.0,11.0,13627.0,218144.0,131.0,21369.0,2723.0
Cervejas,Stella Artois,7,19,3426029.0,46656.0,1464.0,9.0,131919.0,38.0,12.0,2271.0,2126.0,12.0,70.0,25.0
Cervejas,Colorado,7,19,525868.0,7032.0,2831.0,18.0,193536.0,2788.0,15.0,54342.0,,0.0,0.0,0.0
Cervejas,Bohemia,7,19,4711858.0,6546.0,145.0,75.0,85191.0,0.0,0.0,0.0,,,,
Cervejas,Eisenbahn,7,19,602973.0,4813.0,162.0,4.0,160883.0,115.0,5.0,7022.0,,0.0,0.0,0.0
Cervejas,Baden Baden,7,19,439845.0,355.0,7.0,1.0,114185.0,0.0,0.0,0.0,,0.0,0.0,0.0
Cervejas,Itaipava,7,19,1721562.0,812.0,70.0,6.0,78138.0,142.0,3.0,2334.0,19782.0,38.0,140.0,10.0
Cervejas,Amstel,7,19,463279.0,6543.0,374.0,9.0,55089.0,60.0,3.0,1060.0,,0.0,0.0,0.0
Cervejas,Schin,7,19,1617458.0,771.0,35.0,1.0,29225.0,0.0,0.0,0.0,,,,
Cervejas,Backer,7,19,107574.0,286.0,23.0,12.0,113538.0,623.0,26.0,22865.0,1081.0,0.0,0.0,0.0
Cervejas,Crystal,7,19,708707.0,2948.0,171.0,5.0,14007.0,21.0,4.0,423.0,3335.0,4.0,5.0,1.0
Cervejas,Kaiser,7,19,982394.0,48.0,7.0,1.0,,,,,60815.0,28.0,62.0,9.0
Cervejas,Wäls,7,19,68799.0,239.0,19.0,16.0,122407.0,350.0,19.0,12811.0,8845.0,5.0,5.0,1.0
Cervejas,Antarctica,7,19,3143282.0,0.0,0.0,0.0,77076.0,0.0,0.0,0.0,3800.0,0.0,0.0,0.0
Cervejas,Devassa,7,19,976346.0,0.0,0.0,0.0,36983.0,152.0,6.0,4293.0,115272.0,0.0,0.0,0.0
Cervejas,Bavaria,7,19,1163919.0,0.0,0.0,0.0,4532.0,0.0,0.0,0.0,,,,
Cervejas,Skol,8,19,12250067.0,71401.0,9182.0,7.0,335460.0,1260.0,10.0,17497.0,218217.0,356.0,38577.0,3188.0
Cervejas,Brahma,8,19,4154738.0,24331.0,2315.0,3.0,151845.0,110.0,1.0,976.0,65191.0,138.0,23679.0,4728.0
Cervejas,Heineken,8,19,24770335.0,6974.0,574.0,7.0,402579.0,709.0,7.0,17859.0,98974.0,6.0,606.0,28.0
Cervejas,Eisenbahn,8,19,603572.0,315.0,73.0,1.0,163143.0,368.0,5.0,14861.0,,4.0,68.0,11.0
Cervejas,Budweiser,8,19,14872864.0,8383.0,1461.0,6.0,434538.0,140.0,8.0,13877.0,83206.0,49.0,3726.0,262.0
Cervejas,Wäls,8,19,68857.0,3472.0,461.0,13.0,124617.0,620.0,13.0,10174.0,8861.0,1.0,0.0,0.0
Cervejas,Bohemia,8,19,4703738.0,13490.0,271.0,84.0,85583.0,0.0,0.0,0.0,,,,
Cervejas,Antarctica,8,19,3138055.0,183.0,53.0,1.0,76973.0,20.0,1.0,711.0,3779.0,1.0,2.0,1.0
Cervejas,Stella Artois,8,19,3422500.0,44528.0,1743.0,11.0,135072.0,303.0,24.0,6066.0,2313.0,23.0,5550.0,521.0
Cervejas,Itaipava,8,19,1718741.0,21978.0,508.0,8.0,79947.0,362.0,2.0,1367.0,19788.0,37.0,27.0,11.0
Cervejas,Crystal,8,19,707592.0,21739.0,747.0,7.0,14507.0,18.0,4.0,619.0,3354.0,3.0,2.0,0.0
Cervejas,Baden Baden,8,19,439295.0,0.0,0.0,0.0,114402.0,120.0,1.0,4940.0,,0.0,0.0,0.0
Cervejas,Kaiser,8,19,980229.0,8865.0,493.0,5.0,,,,,60701.0,31.0,40.0,5.0
Cervejas,Colorado,8,19,525965.0,1469.0,698.0,10.0,199998.0,2380.0,10.0,32150.0,,0.0,0.0,0.0
Cervejas,Backer,8,19,107548.0,463.0,34.0,13.0,116707.0,5024.0,23.0,23809.0,1081.0,0.0,0.0,0.0
Cervejas,Amstel,8,19,465364.0,5474.0,264.0,4.0,57769.0,74.0,3.0,1240.0,,46.0,2395.0,142.0
Cervejas,Schin,8,19,1614489.0,3000.0,167.0,2.0,29418.0,0.0,0.0,0.0,,,,
Cervejas,Devassa,8,19,974473.0,68.0,11.0,3.0,39142.0,101.0,27.0,5331.0,115140.0,0.0,0.0,0.0
Cervejas,Bavaria,8,19,1163383.0,0.0,0.0,0.0,4595.0,0.0,0.0,0.0,,,,
Cervejas,Heineken,9,19,24747925.0,49131.0,1985.0,6.0,419994.0,851.0,5.0,26947.0,100348.0,103.0,6160.0,1269.0
Cervejas,Budweiser,9,19,14886839.0,40675.0,618.0,21.0,435496.0,252.0,5.0,30821.0,83860.0,265.0,38664.0,5596.0
Cervejas,Skol,9,19,12228171.0,508.0,119.0,2.0,338891.0,556.0,5.0,6074.0,218095.0,98.0,12970.0,989.0
Cervejas,Schin,9,19,1611689.0,5097.0,375.0,3.0,29562.0,16.0,1.0,291.0,,,,
Cervejas,Antarctica,9,19,3132611.0,2818.0,113.0,7.0,76867.0,16.0,1.0,501.0,3776.0,3.0,102.0,1.0
Cervejas,Stella Artois,9,19,3416016.0,424.0,76.0,1.0,137273.0,0.0,0.0,0.0,2688.0,40.0,33926.0,5299.0
Cervejas,Amstel,9,19,465140.0,1568.0,167.0,5.0,60523.0,35.0,9.0,2110.0,1942.0,124.0,5039.0,407.0
Cervejas,Brahma,9,19,4147741.0,0.0,0.0,0.0,157579.0,269.0,3.0,9327.0,66042.0,120.0,26146.0,4413.0
Cervejas,Bohemia,9,19,4695931.0,6102.0,80.0,67.0,86106.0,0.0,0.0,0.0,,,,
Cervejas,Colorado,9,19,525981.0,1635.0,443.0,10.0,205041.0,972.0,9.0,21148.0,163.0,0.0,0.0,0.0
Cervejas,Itaipava,9,19,1715895.0,1128.0,82.0,8.0,82650.0,269.0,4.0,1820.0,19848.0,9.0,10.0,2.0
Cervejas,Baden Baden,9,19,438609.0,0.0,0.0,0.0,114498.0,164.0,1.0,4999.0,1727.0,0.0,0.0,0.0
Cervejas,Crystal,9,19,706402.0,3558.0,216.0,4.0,15306.0,73.0,4.0,810.0,3374.0,4.0,1.0,0.0
Cervejas,Wäls,9,19,68911.0,712.0,83.0,17.0,126743.0,2654.0,23.0,16693.0,8868.0,0.0,0.0,0.0
Cervejas,Devassa,9,19,972831.0,63.0,0.0,1.0,40593.0,53.0,6.0,1489.0,114955.0,12.0,10.0,0.0
Cervejas,Backer,9,19,107538.0,714.0,48.0,23.0,119030.0,581.0,25.0,18610.0,1084.0,0.0,0.0,0.0
Cervejas,Eisenbahn,9,19,603310.0,0.0,0.0,0.0,166037.0,239.0,4.0,9321.0,12637.0,0.0,0.0,0.0
Cervejas,Bavaria,9,19,1163908.0,0.0,0.0,0.0,4628.0,0.0,0.0,0.0,,,,
Cervejas,Kaiser,9,19,978368.0,0.0,0.0,0.0,,,,,60545.0,27.0,37.0,4.0
Cervejas,Brahma,10,19,4140965.0,211815.0,2796.0,7.0,161115.0,294.0,1.0,5034.0,69023.0,261.0,70029.0,16312.0
Cervejas,Budweiser,10,19,14867082.0,24485.0,1193.0,24.0,436923.0,627.0,11.0,61297.0,84821.0,344.0,66069.0,7480.0
Cervejas,Heineken,10,19,4145370.0,71295.0,4131.0,18.0,432312.0,1215.0,22.0,53588.0,101602.0,116.0,5134.0,127.0
Cervejas,Skol,10,19,12209002.0,61578.0,1849.0,20.0,344806.0,112.0,3.0,1596.0,218253.0,347.0,11798.0,713.0
Cervejas,Eisenbahn,10,19,602772.0,270.0,18.0,2.0,168814.0,205.0,7.0,10981.0,12630.0,0.0,0.0,0.0
Cervejas,Colorado,10,19,526731.0,4517.0,891.0,17.0,212422.0,2563.0,17.0,53436.0,181.0,0.0,0.0,0.0
Cervejas,Bohemia,10,19,4688124.0,4050.0,89.0,77.0,86618.0,0.0,0.0,0.0,,,,
Cervejas,Crystal,10,19,705123.0,6234.0,319.0,4.0,15628.0,37.0,4.0,564.0,3397.0,0.0,0.0,0.0
Cervejas,Itaipava,10,19,1713166.0,5350.0,272.0,10.0,86031.0,1033.0,4.0,2807.0,19937.0,15.0,11.0,1.0
Cervejas,Schin,10,19,1608665.0,812.0,84.0,5.0,30010.0,0.0,0.0,0.0,,,,
Cervejas,Stella Artois,10,19,3414766.0,0.0,0.0,0.0,138581.0,50.0,9.0,2628.0,2922.0,92.0,17152.0,1746.0
Cervejas,Antarctica,10,19,3127498.0,0.0,0.0,0.0,76873.0,0.0,0.0,0.0,3795.0,0.0,0.0,0.0
Cervejas,Wäls,10,19,68817.0,392.0,28.0,14.0,128296.0,212.0,17.0,11921.0,8851.0,1.0,0.0,0.0
Cervejas,Backer,10,19,107416.0,137.0,11.0,5.0,120675.0,295.0,25.0,16694.0,1086.0,0.0,0.0,0.0
Cervejas,Devassa,10,19,971009.0,18.0,1.0,1.0,41870.0,0.0,0.0,0.0,114740.0,50.0,88.0,12.0
Cervejas,Amstel,10,19,464256.0,50.0,23.0,3.0,62412.0,0.0,0.0,0.0,2093.0,57.0,139.0,20.0
Cervejas,Baden Baden,10,19,437990.0,0.0,0.0,0.0,114737.0,0.0,0.0,0.0,1726.0,0.0,0.0,0.0
Cervejas,Bavaria,10,19,1165626.0,0.0,0.0,0.0,4649.0,0.0,0.0,0.0,,,,
Cervejas,Kaiser,10,19,976470.0,0.0,0.0,0.0,,,,,60402.0,22.0,26.0,2.0
Cervejas,Skol,11,19,12190402.0,80413.0,1225.0,5.0,350379.0,2096.0,6.0,6451.0,218414.0,106.0,20052.0,2362.0
Cervejas,Brahma,11,19,4135466.0,104226.0,3744.0,8.0,165879.0,0.0,0.0,0.0,70008.0,169.0,49206.0,8539.0
Cervejas,Budweiser,11,19,14861782.0,145090.0,10218.0,21.0,438542.0,206.0,9.0,25613.0,85387.0,315.0,59219.0,5337.0
Cervejas,Heineken,11,19,4140371.0,39436.0,1416.0,27.0,445401.0,2354.0,28.0,110121.0,102090.0,214.0,8432.0,1146.0
Cervejas,Itaipava,11,19,1710706.0,12903.0,510.0,7.0,89107.0,276.0,2.0,1424.0,20116.0,14.0,14.0,5.0
Cervejas,Stella Artois,11,19,3410406.0,11634.0,439.0,5.0,141394.0,88.0,6.0,2642.0,3095.0,58.0,8391.0,414.0
Cervejas,Bohemia,11,19,4681237.0,2495.0,59.0,26.0,87713.0,0.0,0.0,0.0,,,,
Cervejas,Crystal,11,19,704158.0,26518.0,781.0,6.0,15967.0,12.0,1.0,171.0,3423.0,4.0,5.0,0.0
Cervejas,Eisenbahn,11,19,601951.0,821.0,54.0,1.0,170165.0,97.0,3.0,4354.0,12588.0,24.0,23.0,3.0
Cervejas,Colorado,11,19,526655.0,766.0,55.0,11.0,217104.0,423.0,12.0,22016.0,211.0,0.0,0.0,0.0
Cervejas,Antarctica,11,19,3123111.0,127.0,5.0,1.0,76984.0,20.0,1.0,579.0,3783.0,0.0,0.0,0.0
Cervejas,Backer,11,19,107336.0,515.0,68.0,14.0,122132.0,527.0,27.0,24917.0,1089.0,0.0,0.0,0.0
Cervejas,Devassa,11,19,969484.0,88.0,2.0,2.0,43927.0,256.0,12.0,2702.0,114488.0,52.0,87.0,4.0
Cervejas,Wäls,11,19,68773.0,438.0,26.0,13.0,129522.0,308.0,15.0,11449.0,8860.0,9.0,6.0,1.0
Cervejas,Amstel,11,19,463510.0,120.0,12.0,3.0,65009.0,31.0,3.0,1853.0,2360.0,128.0,9034.0,882.0
Cervejas,Baden Baden,11,19,437316.0,0.0,0.0,0.0,114791.0,0.0,0.0,0.0,1721.0,0.0,0.0,0.0
Cervejas,Schin,11,19,1606254.0,0.0,0.0,0.0,30183.0,0.0,0.0,0.0,,,,
Cervejas,Bavaria,11,19,1156846.0,0.0,0.0,0.0,4671.0,0.0,0.0,0.0,,,,
Cervejas,Kaiser,11,19,974864.0,0.0,0.0,0.0,,,,,60312.0,29.0,186.0,9.0
Cervejas,Budweiser,12,19,14849101.0,763614.0,12959.0,36.0,439608.0,129.0,5.0,16955.0,87190.0,288.0,15457.0,2127.0
Cervejas,Brahma,12,19,4132605.0,140060.0,2575.0,3.0,171614.0,0.0,0.0,0.0,71811.0,138.0,25811.0,3638.0
Cervejas,Skol,12,19,12174049.0,47895.0,2391.0,7.0,357794.0,814.0,9.0,15776.0,220209.0,571.0,43880.0,5123.0
Cervejas,Heineken,12,19,4135594.0,6570.0,1327.0,3.0,454332.0,2461.0,3.0,44332.0,102747.0,1.0,27.0,6.0
Cervejas,Stella Artois,12,19,3413928.0,147.0,33.0,2.0,148880.0,68.0,4.0,2159.0,49289.0,188.0,1374.0,266.0
Cervejas,Itaipava,12,19,1708463.0,28123.0,1016.0,13.0,95774.0,176.0,2.0,1264.0,20241.0,0.0,0.0,0.0
Cervejas,Crystal,12,19,703287.0,3945.0,155.0,4.0,16459.0,33.0,4.0,448.0,3481.0,3.0,3.0,0.0
Cervejas,Bohemia,12,19,4674338.0,703.0,33.0,19.0,91922.0,0.0,0.0,0.0,,,,
Cervejas,Colorado,12,19,526587.0,1513.0,218.0,16.0,221446.0,794.0,13.0,26091.0,238.0,0.0,0.0,0.0
Cervejas,Wäls,12,19,68674.0,597.0,61.0,12.0,130143.0,214.0,12.0,7405.0,8886.0,16.0,16.0,0.0
Cervejas,Antarctica,12,19,3119103.0,0.0,0.0,0.0,77008.0,17.0,1.0,340.0,3832.0,1.0,3.0,1.0
Cervejas,Schin,12,19,1603590.0,0.0,0.0,0.0,30264.0,0.0,0.0,0.0,30528.0,0.0,0.0,0.0
Cervejas,Eisenbahn,12,19,601372.0,0.0,0.0,0.0,171756.0,101.0,3.0,7540.0,12682.0,20.0,15.0,1.0
Cervejas,Amstel,12,19,462944.0,35.0,4.0,2.0,67546.0,0.0,0.0,0.0,2503.0,20.0,28.0,7.0
Cervejas,Devassa,12,19,967990.0,0.0,0.0,0.0,45809.0,0.0,0.0,0.0,114174.0,8.0,10.0,0.0
Cervejas,Backer,12,19,107206.0,1527.0,212.0,37.0,123848.0,708.0,29.0,17031.0,1138.0,0.0,0.0,0.0
Cervejas,Baden Baden,12,19,436516.0,0.0,0.0,0.0,114661.0,0.0,0.0,0.0,1724.0,0.0,0.0,0.0
Cervejas,Bavaria,12,19,1159369.0,0.0,0.0,0.0,4695.0,0.0,0.0,0.0,,,,
Cervejas,Kaiser,12,19,973133.0,0.0,0.0,0.0,,,,,60089.0,28.0,43.0,4.0
